emp_no,salary,from_date,to_date
10528,73612,2005-11-10,2006-11-09
10528,76990,2006-11-10,2007-11-09
10528,78433,2007-11-10,2008-11-09
10528,81246,2008-11-10,2009-11-09
10528,84208,2009-11-10,2010-11-09
10528,89203,2010-11-10,2011-11-09
10528,90969,2011-11-10,2012-11-09
10528,94892,2012-11-10,2013-11-09
10528,98662,2013-11-10,2014-11-09
10528,100284,2014-11-10,2015-11-09
10528,102926,2015-11-10,9999-01-01
10529,81908,2006-09-22,2007-09-21
10529,85035,2007-09-22,2008-09-21
10529,88763,2008-09-22,2009-09-21
10529,93833,2009-09-22,2010-09-21
10529,95534,2010-09-22,2011-09-21
10529,97549,2011-09-22,2012-09-21
10529,100392,2012-09-22,2013-09-21
10529,106300,2013-09-22,2014-09-21
10529,109939,2014-09-22,2015-09-21
10529,112967,2015-09-22,2016-09-21
10529,118708,2016-09-22,2017-09-21
10529,124447,2017-09-22,9999-01-01
10530,56069,2002-10-27,2003-10-26
10530,59217,2003-10-27,2004-10-26
10530,61659,2004-10-27,2005-10-26
10530,64106,2005-10-27,2006-10-26
10530,65998,2006-10-27,2007-10-26
10530,67472,2007-10-27,2008-10-26
10530,69598,2008-10-27,2009-10-26
10530,70754,2009-10-27,2010-10-26
10530,73120,2010-10-27,2011-10-26
10530,75579,2011-10-27,2012-10-26
10530,78523,2012-10-27,2013-10-26
10530,80027,2013-10-27,9999-01-01
10531,62943,2013-04-29,2014-04-28
10531,66574,2014-04-29,2015-04-28
10531,67594,2015-04-29,2015-05-29
10532,62696,1993-04-21,1994-04-20
10532,64915,1994-04-21,1995-04-20
10532,67458,1995-04-21,1996-04-20
10532,70049,1996-04-21,1997-04-20
10532,73720,1997-04-21,1998-04-20
10532,75064,1998-04-21,1999-04-20
10532,77179,1999-04-21,2000-04-20
10532,79699,2000-04-21,2001-04-20
10532,81319,2001-04-21,2002-04-20
10532,85272,2002-04-21,2003-04-20
10532,89942,2003-04-21,2004-04-20
10532,94864,2004-04-21,9999-01-01
10533,62519,2000-08-15,2001-08-14
10533,64343,2001-08-15,2002-08-14
10533,66729,2002-08-15,2003-08-14
10533,69181,2003-08-15,2004-08-14
10533,71038,2004-08-15,2005-08-14
10533,73954,2005-08-15,2006-08-14
10533,75543,2006-08-15,2007-08-14
10533,77538,2007-08-15,2008-08-14
10533,79155,2008-08-15,2009-08-14
10533,83280,2009-08-15,2010-08-14
10533,84565,2010-08-15,2011-08-14
10533,87743,2011-08-15,9999-01-01
10534,84001,1991-05-13,1992-05-12
10534,86602,1992-05-13,1993-05-12
10534,89749,1993-05-13,1994-05-12
10534,94006,1994-05-13,1995-05-12
10534,98076,1995-05-13,1996-05-12
10534,103691,1996-05-13,1997-05-12
10534,105654,1997-05-13,1998-05-12
10534,110976,1998-05-13,1999-05-12
10534,113851,1999-05-13,2000-05-12
10534,119106,2000-05-13,2001-05-12
10534,121478,2001-05-13,2002-05-12
10534,126598,2002-05-13,2003-05-12
10535,62758,2005-11-18,2006-11-17
10535,65442,2006-11-18,2007-11-17
10535,68474,2007-11-18,2008-11-17
10535,70219,2008-11-18,2009-11-17
10535,72523,2009-11-18,2010-11-17
10535,75526,2010-11-18,2011-11-17
10535,76892,2011-11-18,2012-11-17
10535,78067,2012-11-18,2013-11-17
10535,80835,2013-11-18,2014-11-17
10535,84832,2014-11-18,2015-11-17
10535,89793,2015-11-18,2016-11-17
10535,92843,2016-11-18,9999-01-01
10536,71684,2008-07-13,2009-07-12
10536,73305,2009-07-13,2010-07-12
10536,75754,2010-07-13,2011-07-12
10536,80012,2011-07-13,2012-07-12
10536,83033,2012-07-13,2013-07-12
10536,86550,2013-07-13,2014-07-12
10536,88518,2014-07-13,2015-07-12
10536,89892,2015-07-13,2016-07-12
10536,94229,2016-07-13,2017-07-12
10536,99688,2017-07-13,2018-07-12
10536,102212,2018-07-13,2019-07-12
10536,107174,2019-07-13,2020-07-12
10537,77459,2011-05-11,2012-05-10
10537,81257,2012-05-11,2013-05-10
10537,84205,2013-05-11,2014-05-10
10537,86435,2014-05-11,2015-05-10
10537,89516,2015-05-11,2016-05-10
10537,91353,2016-05-11,2017-05-10
10537,92800,2017-05-11,2018-05-10
10537,94481,2018-05-11,2019-05-10
10537,98502,2019-05-11,2020-05-10
10537,102969,2020-05-11,2021-05-10
10537,105923,2021-05-11,2022-05-10
10537,110868,2022-05-11,9999-01-01
10538,57533,2004-06-13,2005-06-12
10538,60692,2005-06-13,2006-06-12
10538,64071,2006-06-13,2007-06-12
10538,67105,2007-06-13,2008-06-12
10538,70426,2008-06-13,2009-06-12
10538,73006,2009-06-13,2010-06-12
10538,74856,2010-06-13,2011-06-12
10538,79316,2011-06-13,2012-06-12
10538,84043,2012-06-13,2013-06-12
10538,85983,2013-06-13,2014-06-12
10538,89043,2014-06-13,2015-06-12
10538,91712,2015-06-13,9999-01-01
10539,54603,2004-04-10,2005-04-09
10539,56903,2005-04-10,2006-04-09
10539,59161,2006-04-10,2007-04-09
10539,60989,2007-04-10,2008-04-09
10539,64139,2008-04-10,2009-04-09
10539,65482,2009-04-10,2010-04-09
10539,68846,2010-04-10,2011-04-09
10539,69908,2011-04-10,2012-04-09
10539,71079,2012-04-10,2013-04-09
10539,73539,2013-04-10,2014-04-09
10539,76703,2014-04-10,2015-04-09
10539,80186,2015-04-10,9999-01-01
10540,62829,2008-11-22,2009-11-21
10540,66310,2009-11-22,2010-11-21
10540,69996,2010-11-22,2011-11-21
10540,71939,2011-11-22,2012-11-21
10540,75692,2012-11-22,2013-11-21
10540,77575,2013-11-22,2014-11-21
10540,80276,2014-11-22,2015-11-21
10540,82990,2015-11-22,2016-11-21
10540,86998,2016-11-22,2017-11-21
10540,91998,2017-11-22,2018-11-21
10540,97282,2018-11-22,2019-11-21
10540,99736,2019-11-22,2020-11-21
10541,89895,1996-02-06,1997-02-05
10541,91786,1997-02-06,1998-02-05
10541,93431,1998-02-06,1999-02-05
10541,98205,1999-02-06,2000-02-05
10541,104095,2000-02-06,2001-02-05
10541,108498,2001-02-06,2002-02-05
10541,113702,2002-02-06,2003-02-05
10541,117096,2003-02-06,2004-02-05
10541,120210,2004-02-06,2005-02-05
10541,125156,2005-02-06,2006-02-05
10541,129471,2006-02-06,2007-02-05
10541,133466,2007-02-06,9999-01-01
10542,80475,2010-09-03,2011-09-02
10542,83226,2011-09-03,2012-09-02
10542,84841,2012-09-03,2013-09-02
10542,86508,2013-09-03,2014-09-02
10542,87901,2014-09-03,2015-09-02
10542,90335,2015-09-03,2016-09-02
10542,93455,2016-09-03,2017-09-02
10542,98953,2017-09-03,2018-09-02
10542,104013,2018-09-03,2019-09-02
10542,106255,2019-09-03,2020-09-02
10542,108146,2020-09-03,2021-09-02
10542,114049,2021-09-03,9999-01-01
10543,91598,1998-05-06,1999-05-05
10543,95473,1999-05-06,2000-05-05
10543,100774,2000-05-06,2001-05-05
10543,103102,2001-05-06,2002-05-05
10543,105938,2002-05-06,2003-05-05
10543,109266,2003-05-06,2004-05-05
10543,111629,2004-05-06,2005-05-05
10543,113450,2005-05-06,2006-05-05
10543,118015,2006-05-06,2007-05-05
10543,124336,2007-05-06,2008-05-05
10543,129629,2008-05-06,2009-05-05
10543,136387,2009-05-06,9999-01-01
10544,51613,2000-01-03,2001-01-02
10544,54684,2001-01-03,2002-01-02
10544,57519,2002-01-03,2003-01-02
10544,59486,2003-01-03,2004-01-02
10544,61749,2004-01-03,2005-01-02
10544,64931,2005-01-03,2006-01-02
10544,66785,2006-01-03,2007-01-02
10544,70380,2007-01-03,2008-01-02
10544,74370,2008-01-03,2009-01-02
10544,77976,2009-01-03,2010-01-02
10544,79320,2010-01-03,2011-01-02
10544,82895,2011-01-03,9999-01-01
10545,47145,1995-01-17,1996-01-16
10545,49362,1996-01-17,1997-01-16
10545,52069,1997-01-17,1998-01-16
10545,53090,1998-01-17,1999-01-16
10545,55357,1999-01-17,2000-01-16
10545,57914,2000-01-17,2001-01-16
10545,58850,2001-01-17,2002-01-16
10545,61959,2002-01-17,2003-01-16
10545,63837,2003-01-17,2004-01-16
10545,65255,2004-01-17,2005-01-16
10545,68316,2005-01-17,2006-01-16
10545,71340,2006-01-17,9999-01-01
10546,65148,2010-01-26,2011-01-25
10546,67761,2011-01-26,2012-01-25
10546,70005,2012-01-26,2013-01-25
10546,72900,2013-01-26,2014-01-25
10546,75110,2014-01-26,2015-01-25
10546,77152,2015-01-26,2016-01-25
10546,79769,2016-01-26,2017-01-25
10546,82161,2017-01-26,2018-01-25
10546,85496,2018-01-26,2019-01-25
10546,89440,2019-01-26,2020-01-25
10546,91815,2020-01-26,2021-01-25
10546,96410,2021-01-26,2021-04-13
10547,50819,2007-06-30,2008-06-29
10547,53153,2008-06-30,2009-06-29
10547,55862,2009-06-30,2010-06-29
10547,58513,2010-06-30,2011-06-29
10547,60716,2011-06-30,2012-06-29
10547,64068,2012-06-30,2013-06-29
10547,66361,2013-06-30,2014-06-29
10547,68228,2014-06-30,2015-06-29
10547,71660,2015-06-30,2016-06-29
10547,74179,2016-06-30,2017-06-29
10547,78129,2017-06-30,2018-06-29
10547,80500,2018-06-30,9999-01-01
10548,72474,1994-05-17,1995-05-16
10548,76183,1995-05-17,1996-05-16
10548,79712,1996-05-17,1997-05-16
10548,83964,1997-05-17,1998-05-16
10548,88487,1998-05-17,1999-05-16
10548,91060,1999-05-17,2000-05-16
10548,96364,2000-05-17,2001-05-16
10548,101829,2001-05-17,2002-05-16
10548,105716,2002-05-17,2003-05-16
10548,111661,2003-05-17,2004-05-16
10548,117804,2004-05-17,2005-05-16
10548,123894,2005-05-17,9999-01-01
10549,80626,2013-08-21,2014-08-20
10549,82962,2014-08-21,2015-08-20
10549,85519,2015-08-21,2016-08-20
10549,88368,2016-08-21,2017-08-20
10549,93045,2017-08-21,2018-08-20
10549,97105,2018-08-21,2019-08-20
10549,102460,2019-08-21,2020-08-20
10549,105783,2020-08-21,2021-08-20
10549,108446,2021-08-21,2022-08-20
10549,113271,2022-08-21,2023-08-20
10549,119894,2023-08-21,9999-01-01
10550,65918,2001-07-29,2002-07-28
10550,67507,2002-07-29,2003-07-28
10550,69347,2003-07-29,2004-07-28
10550,72637,2004-07-29,2005-07-28
10550,75288,2005-07-29,2006-07-28
10550,76794,2006-07-29,2007-07-28
10550,78150,2007-07-29,2008-07-28
10550,79883,2008-07-29,2009-07-28
10550,84370,2009-07-29,2010-07-28
10550,88710,2010-07-29,2011-07-28
10550,93557,2011-07-29,2012-07-28
10550,96368,2012-07-29,9999-01-01
10551,96346,1991-03-31,1992-03-30
10551,98791,1992-03-31,1993-03-30
10551,102356,1993-03-31,1994-03-30
10551,106848,1994-03-31,1995-03-30
10551,108717,1995-03-31,1996-03-30
10551,114810,1996-03-31,1997-03-30
10551,119234,1997-03-31,1998-03-30
10551,124375,1998-03-31,1999-03-30
10551,128190,1999-03-31,2000-03-30
10551,131783,2000-03-31,2001-03-30
10551,135287,2001-03-31,2002-03-30
10551,138970,2002-03-31,9999-01-01
10552,74002,1995-05-18,1996-05-17
10552,75601,1996-05-18,1997-05-17
10552,78436,1997-05-18,1998-05-17
10552,82821,1998-05-18,1999-05-17
10552,84720,1999-05-18,2000-05-17
10552,89353,2000-05-18,2001-05-17
10552,93525,2001-05-18,2002-05-17
10552,97440,2002-05-18,2003-05-17
10552,100601,2003-05-18,2004-05-17
10552,102862,2004-05-18,2005-05-17
10552,105943,2005-05-18,2006-05-17
10552,108650,2006-05-18,9999-01-01
10553,47108,2007-01-28,2008-01-27
10553,49656,2008-01-28,2009-01-27
10553,51243,2009-01-28,2010-01-27
10553,53452,2010-01-28,2011-01-27
10553,56214,2011-01-28,2012-01-27
10553,59124,2012-01-28,2013-01-27
10553,60548,2013-01-28,2014-01-27
10553,61800,2014-01-28,2015-01-27
10553,65325,2015-01-28,2016-01-27
10553,69080,2016-01-28,2017-01-27
10553,70665,2017-01-28,2018-01-27
10553,73861,2018-01-28,9999-01-01
10554,62724,2003-03-02,2004-03-01
10554,65830,2004-03-02,2005-03-01
10554,69290,2005-03-02,2006-03-01
10554,70474,2006-03-02,2007-03-01
10554,72192,2007-03-02,2008-03-01
10554,75122,2008-03-02,2009-03-01
10554,78408,2009-03-02,2010-03-01
10554,81437,2010-03-02,2011-03-01
10554,83168,2011-03-02,2012-03-01
10554,87074,2012-03-02,2013-03-01
10554,91133,2013-03-02,2014-03-01
10554,92688,2014-03-02,9999-01-01
10555,56246,1999-12-25,2000-12-24
10555,58924,2000-12-25,2001-12-24
10555,61991,2001-12-25,2002-12-24
10555,65434,2002-12-25,2003-12-24
10555,67755,2003-12-25,2004-12-24
10555,71266,2004-12-25,2005-12-24
10555,74787,2005-12-25,2006-12-24
10555,78898,2006-12-25,2007-12-24
10555,83308,2007-12-25,2008-12-24
10555,88165,2008-12-25,2009-12-24
10555,90343,2009-12-25,2010-12-24
10555,91942,2010-12-25,9999-01-01
10556,44828,2007-01-30,2008-01-29
10556,45761,2008-01-30,2009-01-29
10556,47998,2009-01-30,2010-01-29
10556,50308,2010-01-30,2011-01-29
10556,51281,2011-01-30,2012-01-29
10556,54214,2012-01-30,2013-01-29
10556,55616,2013-01-30,2014-01-29
10556,58092,2014-01-30,2015-01-29
10556,59811,2015-01-30,2016-01-29
10556,62508,2016-01-30,2017-01-29
10556,63862,2017-01-30,2018-01-29
10556,64860,2018-01-30,9999-01-01
10557,79097,1994-03-20,1995-03-19
10557,81637,1995-03-20,1996-03-19
10557,85773,1996-03-20,1997-03-19
10557,89165,1997-03-20,1998-03-19
10557,92958,1998-03-20,1999-03-19
10557,94944,1999-03-20,2000-03-19
10557,98577,2000-03-20,2001-03-19
10557,103317,2001-03-20,2002-03-19
10557,106788,2002-03-20,2003-03-19
10557,109927,2003-03-20,2004-03-19
10557,116051,2004-03-20,2005-03-19
10557,119908,2005-03-20,9999-01-01
10558,70371,2006-11-05,2007-11-04
10558,72990,2007-11-05,2008-11-04
10558,76309,2008-11-05,2009-11-04
10558,78715,2009-11-05,2010-11-04
10558,80890,2010-11-05,2011-11-04
10558,82718,2011-11-05,2012-11-04
10558,85358,2012-11-05,2013-11-04
10558,88356,2013-11-05,2014-11-04
10558,92461,2014-11-05,2015-11-04
10558,97780,2015-11-05,2016-11-04
10558,99723,2016-11-05,2017-11-04
10558,101986,2017-11-05,9999-01-01
10559,49813,2005-12-27,2006-12-26
10559,51136,2006-12-27,2007-12-26
10559,53159,2007-12-27,2008-12-26
10559,55178,2008-12-27,2009-12-26
10559,58404,2009-12-27,2010-12-26
10559,60405,2010-12-27,2011-12-26
10559,61539,2011-12-27,2012-12-26
10559,62777,2012-12-27,2013-12-26
10559,64279,2013-12-27,2014-12-26
10559,66953,2014-12-27,2015-12-26
10559,70632,2015-12-27,2016-12-26
10559,73872,2016-12-27,9999-01-01
10560,75167,1999-09-24,2000-09-23
10560,79617,2000-09-24,2001-09-23
10560,80890,2001-09-24,2002-09-23
10560,85246,2002-09-24,2003-09-23
10560,89563,2003-09-24,2004-09-23
10560,91947,2004-09-24,2005-09-23
10560,95649,2005-09-24,2006-09-23
10560,97473,2006-09-24,2007-09-23
10560,103141,2007-09-24,2008-09-23
10560,109011,2008-09-24,2009-09-23
10560,112835,2009-09-24,2010-09-23
10560,117441,2010-09-24,2011-09-23
10561,52632,1995-11-13,1996-11-12
10561,53667,1996-11-13,1997-11-12
10561,55264,1997-11-13,1998-11-12
10561,57207,1998-11-13,1999-11-12
10561,58927,1999-11-13,2000-11-12
10561,61692,2000-11-13,2001-11-12
10561,64124,2001-11-13,2002-11-12
10561,65829,2002-11-13,2003-11-12
10561,67695,2003-11-13,2004-11-12
10561,71291,2004-11-13,2005-11-12
10561,72544,2005-11-13,2006-11-12
10561,76138,2006-11-13,9999-01-01
10562,69307,2007-02-05,2008-02-04
10562,73045,2008-02-05,2009-02-04
10562,76040,2009-02-05,2010-02-04
10562,80161,2010-02-05,2011-02-04
10562,83712,2011-02-05,2012-02-04
10562,85859,2012-02-05,2013-02-04
10562,89705,2013-02-05,2014-02-04
10562,92164,2014-02-05,2015-02-04
10562,94709,2015-02-05,2016-02-04
10562,98767,2016-02-05,2017-02-04
10562,103451,2017-02-05,2018-02-04
10562,108144,2018-02-05,9999-01-01
10563,50216,2001-02-12,2002-02-11
10563,52610,2002-02-12,2003-02-11
10563,54849,2003-02-12,2004-02-11
10563,57323,2004-02-12,2005-02-11
10563,58912,2005-02-12,2006-02-11
10563,60306,2006-02-12,2007-02-11
10563,63662,2007-02-12,2008-02-11
10563,64976,2008-02-12,2009-02-11
10563,67647,2009-02-12,2010-02-11
10563,69366,2010-02-12,2011-02-11
10563,70916,2011-02-12,2012-02-11
10563,73962,2012-02-12,9999-01-01
10564,47983,2009-03-07,2010-03-06
10564,50680,2010-03-07,2011-03-06
10564,53362,2011-03-07,2012-03-06
10564,55850,2012-03-07,2013-03-06
10564,58699,2013-03-07,2014-03-06
10564,61325,2014-03-07,2015-03-06
10564,63036,2015-03-07,2016-03-06
10564,64804,2016-03-07,2017-03-06
10564,66679,2017-03-07,2018-03-06
10564,69261,2018-03-07,2019-03-06
10564,70697,2019-03-07,2020-03-06
10564,74771,2020-03-07,9999-01-01
10565,59720,1994-05-29,1995-05-28
10565,61602,1995-05-29,1996-05-28
10565,64016,1996-05-29,1997-05-28
10565,67647,1997-05-29,1998-05-28
10565,71690,1998-05-29,1999-05-28
10565,75445,1999-05-29,2000-05-28
10565,78940,2000-05-29,2001-05-28
10565,83554,2001-05-29,2002-05-28
10565,86288,2002-05-29,2003-05-28
10565,89956,2003-05-29,2004-05-28
10565,94091,2004-05-29,2005-05-28
10565,97254,2005-05-29,9999-01-01
10566,77769,1997-04-20,1998-04-19
10566,80796,1998-04-20,1999-04-19
10566,85315,1999-04-20,2000-04-19
10566,88809,2000-04-20,2001-04-19
10566,92817,2001-04-20,2002-04-19
10566,95194,2002-04-20,2003-04-19
10566,100748,2003-04-20,2004-04-19
10566,104488,2004-04-20,2005-04-19
10566,109413,2005-04-20,2006-04-19
10566,112512,2006-04-20,2007-04-19
10566,115634,2007-04-20,2008-04-19
10566,118095,2008-04-20,9999-01-01
10567,64849,1990-05-01,1991-04-30
10567,67657,1991-05-01,1992-04-30
10567,70545,1992-05-01,1993-04-30
10567,72164,1993-05-01,1994-04-30
10567,73587,1994-05-01,1995-04-30
10567,75096,1995-05-01,1996-04-30
10567,76772,1996-05-01,1997-04-30
10567,79856,1997-05-01,1998-04-30
10567,82731,1998-05-01,1999-02-21
10568,68878,1992-03-07,1993-03-06
10568,71958,1993-03-07,1994-03-06
10568,74940,1994-03-07,1995-03-06
10568,78879,1995-03-07,1996-03-06
10568,80339,1996-03-07,1997-03-06
10568,83980,1997-03-07,1998-03-06
10568,85396,1998-03-07,1999-03-06
10568,88090,1999-03-07,2000-03-06
10568,92778,2000-03-07,2001-03-06
10568,96269,2001-03-07,2002-03-06
10568,97715,2002-03-07,2003-03-06
10568,103436,2003-03-07,9999-01-01
10569,70903,1997-05-04,1998-05-03
10569,73461,1998-05-04,1999-05-03
10569,75212,1999-05-04,2000-05-03
10569,77700,2000-05-04,2001-05-03
10569,79943,2001-05-04,2002-05-03
10569,83375,2002-05-04,2003-05-03
10569,85304,2003-05-04,2004-05-03
10569,90142,2004-05-04,2005-05-03
10569,93565,2005-05-04,2006-05-03
10569,95303,2006-05-04,2007-05-03
10569,100644,2007-05-04,2008-05-03
10569,104324,2008-05-04,9999-01-01
10570,93571,2004-11-08,2005-11-07
10570,95638,2005-11-08,2006-11-07
10570,100774,2006-11-08,2007-11-07
10570,104724,2007-11-08,2008-11-07
10570,106887,2008-11-08,2009-11-07
10570,109165,2009-11-08,2010-11-07
10570,112096,2010-11-08,2011-11-07
10570,115734,2011-11-08,2012-11-07
10570,121791,2012-11-08,2013-11-07
10570,124396,2013-11-08,2014-11-07
10570,126638,2014-11-08,2015-11-07
10570,130511,2015-11-08,9999-01-01
10571,61746,2001-09-16,2002-09-15
10571,63078,2002-09-16,2003-09-15
10571,66062,2003-09-16,2004-09-15
10571,68015,2004-09-16,2005-09-15
10571,69144,2005-09-16,2006-09-15
10571,73070,2006-09-16,2007-09-15
10571,75967,2007-09-16,2008-09-15
10571,78196,2008-09-16,2009-09-15
10571,82669,2009-09-16,2010-09-15
10571,86437,2010-09-16,2011-09-15
10571,89877,2011-09-16,2012-09-15
10571,94005,2012-09-16,2013-09-15
10572,74443,2007-05-25,2008-05-24
10572,78623,2008-05-25,2009-05-24
10572,81054,2009-05-25,2010-05-24
10572,84085,2010-05-25,2011-05-24
10572,86362,2011-05-25,2012-05-24
10572,88049,2012-05-25,2013-05-24
10572,93142,2013-05-25,2014-05-24
10572,96706,2014-05-25,2015-05-24
10572,100834,2015-05-25,2016-05-24
10572,105540,2016-05-25,2017-05-24
10572,109885,2017-05-25,2018-05-24
10572,112927,2018-05-25,9999-01-01
10573,54335,1997-08-03,1998-08-02
10573,57500,1998-08-03,1999-08-02
10573,60186,1999-08-03,2000-08-02
10573,62521,2000-08-03,2001-08-02
10573,65997,2001-08-03,2002-08-02
10573,69540,2002-08-03,2003-08-02
10573,71313,2003-08-03,2004-08-02
10573,73285,2004-08-03,2005-08-02
10573,76987,2005-08-03,2006-08-02
10573,80410,2006-08-03,2007-08-02
10573,82490,2007-08-03,2008-08-02
10573,84017,2008-08-03,9999-01-01
10574,60289,1999-03-19,2000-03-18
10574,63724,2000-03-19,2001-03-18
10574,66894,2001-03-19,2002-03-18
10574,70083,2002-03-19,2003-03-18
10574,72961,2003-03-19,2004-03-18
10574,75101,2004-03-19,2005-03-18
10574,77355,2005-03-19,2006-03-18
10574,79759,2006-03-19,2007-03-18
10574,83336,2007-03-19,2008-03-18
10574,84633,2008-03-19,2009-03-18
10574,88169,2009-03-19,2010-03-18
10574,90510,2010-03-19,9999-01-01
10575,50767,1996-01-24,1997-01-23
10575,52589,1997-01-24,1998-01-23
10575,53738,1998-01-24,1999-01-23
10575,54880,1999-01-24,2000-01-23
10575,57489,2000-01-24,2001-01-23
10575,58724,2001-01-24,2002-01-23
10575,60854,2002-01-24,2003-01-23
10575,64444,2003-01-24,2004-01-23
10575,68287,2004-01-24,2005-01-23
10575,70943,2005-01-24,2006-01-23
10575,72246,2006-01-24,2007-01-23
10575,73435,2007-01-24,9999-01-01
10576,78140,2003-10-15,2004-10-14
10576,80172,2004-10-15,2005-10-14
10576,82702,2005-10-15,2006-10-14
10576,86355,2006-10-15,2007-10-14
10576,88826,2007-10-15,2008-10-14
10576,92488,2008-10-15,2009-10-14
10576,96969,2009-10-15,2010-10-14
10576,98571,2010-10-15,2011-10-14
10576,103977,2011-10-15,2012-10-14
10576,108588,2012-10-15,2013-10-14
10576,112765,2013-10-15,2014-10-14
10576,118205,2014-10-15,9999-01-01
10577,53245,1999-04-08,2000-04-07
10577,54665,2000-04-08,2001-04-07
10577,57568,2001-04-08,2002-04-07
10577,59194,2002-04-08,2003-04-07
10577,61941,2003-04-08,2004-04-07
10577,63413,2004-04-08,2005-04-07
10577,65838,2005-04-08,2006-04-07
10577,69083,2006-04-08,2007-04-07
10577,72605,2007-04-08,2008-04-07
10577,74893,2008-04-08,2009-04-07
10577,77996,2009-04-08,2010-04-07
10577,80231,2010-04-08,9999-01-01
10578,60863,2004-09-30,2005-09-29
10578,63812,2005-09-30,2006-09-29
10578,65023,2006-09-30,2007-09-29
10578,68809,2007-09-30,2008-09-29
10578,70875,2008-09-30,2009-09-29
10578,75058,2009-09-30,2010-09-29
10578,77715,2010-09-30,2011-09-29
10578,79952,2011-09-30,2012-09-29
10578,82684,2012-09-30,2013-09-29
10578,85307,2013-09-30,2014-09-29
10578,88059,2014-09-30,2015-09-29
10578,90193,2015-09-30,9999-01-01
10579,59588,2000-08-05,2001-08-04
10579,62748,2001-08-05,2002-08-04
10579,65268,2002-08-05,2003-08-04
10579,66556,2003-08-05,2004-08-04
10579,68484,2004-08-05,2005-08-04
10579,70830,2005-08-05,2006-08-04
10579,73542,2006-08-05,2007-08-04
10579,76123,2007-08-05,2008-08-04
10579,78738,2008-08-05,2009-08-04
10579,81061,2009-08-05,2010-08-04
10579,85079,2010-08-05,2011-08-04
10579,87018,2011-08-05,9999-01-01
10580,67785,2014-12-12,2015-12-11
10580,71149,2015-12-12,2016-12-11
10580,73092,2016-12-12,2017-12-11
10580,77468,2017-12-12,2018-12-11
10580,81800,2018-12-12,2019-12-11
10580,84230,2019-12-12,2020-12-11
10580,88860,2020-12-12,2021-12-11
10580,93776,2021-12-12,2022-12-11
10580,95258,2022-12-12,2023-12-11
10580,99992,2023-12-12,9999-01-01
